,Length_m,numberOfSteps,gamma_per_W_per_m,beta2_s2_per_m,beta3_s3_per_m,beta4_s4_per_m,beta5_s5_per_m,beta6_s6_per_m,beta7_s7_per_m,beta8_s8_per_m,alpha_dB_per_m,alpha_Np_per_m,ramanModel
0,1000.0,64,0.0,3.0000000000000002e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
