,Amax_sqrt(W),Pmax_W,duration_s,time_offset_s,freq_offset_Hz,chirp,pulseType,order,noiseAmplitude_sqrt(W)
0,0.9999968734784497,0.9999937469666745,1.0000000000000001e-11,0,0,0,gaussian,1,0.0
