,Amax_sqrt(W),Pmax_W,duration_s,time_offset_s,freq_offset_Hz,chirp,pulseType,order,noiseAmplitude_sqrt(W)
0,0.9999999687490468,0.9999999374980947,1e-11,0,0,0,gaussian,1,0
