,lspace,b2
0,0.21,302.79884814610676
1,0.2164964964964965,471.0133627267085
2,0.222992992992993,614.4986857481916
3,0.2294894894894895,566.9767303152014
4,0.23598598598598597,526.3897985621288
5,0.24248248248248247,491.3535100596887
6,0.24897897897897897,460.8214805819971
7,0.25547547547547544,433.98970892390133
8,0.261971971971972,410.2312973210607
9,0.26846846846846845,389.0509449966277
10,0.274964964964965,370.05262667750867
11,0.28146146146146145,352.91624453800097
12,0.287957957957958,337.38050134197994
13,0.29445445445445445,323.2301599296965
14,0.3009509509509509,310.28644332507304
15,0.30744744744744745,298.3997154821781
16,0.3139439439439439,287.44383985081345
17,0.32044044044044045,277.3117871820524
18,0.32693693693693693,267.9121838687879
19,0.33343343343343346,259.16657576736975
20,0.33992992992992993,251.0072415546665
21,0.3464264264264264,243.37543197128124
22,0.35292292292292293,236.21994191463278
23,0.3594194194194194,229.49594473680062
24,0.3659159159159159,223.16403461601598
25,0.3724124124124124,217.18943520865946
26,0.37890890890890894,211.54134206937465
27,0.3854054054054054,206.19237333956045
28,0.3919019019019019,201.11810859067668
29,0.3983983983983984,196.29669983940357
30,0.4048948948948949,191.7085419709944
31,0.41139139139139136,187.33599231061143
32,0.4178878878878879,183.16313103186053
33,0.4243843843843844,179.1755556729574
34,0.4308808808808809,175.36020425422143
35,0.43737737737737736,171.7052024777303
36,0.4438738738738739,168.1997312833066
37,0.45037037037037037,164.8339116845552
38,0.45686686686686684,161.59870432141105
39,0.46336336336336337,158.48582157835955
40,0.4698598598598599,155.48765049646823
41,0.4763563563563563,152.59718495562157
42,0.48285285285285284,149.8079658578067
43,0.48934934934934937,147.11402824305492
44,0.4958458458458459,144.50985441078134
45,0.5023423423423423,141.99033227099252
46,0.5088388388388388,139.55071826518102
47,0.5153353353353354,137.18660427938383
48,0.5218318318318318,134.8938880472331
49,0.5283283283283283,132.66874664189237
50,0.5348248248248249,130.50761267826857
51,0.5413213213213214,128.4071528959637
52,0.5478178178178178,126.36424887148122
53,0.5543143143143143,124.37597960830438
54,0.5608108108108109,122.43960578722326
55,0.5673073073073073,120.55255550515199
56,0.5738038038038038,118.71241133902141
57,0.5803003003003003,116.91689858438791
58,0.5867967967967967,115.16387456650445
59,0.5932932932932933,113.45131889510982
60,0.5997897897897898,111.77732455516448
61,0.6062862862862863,110.14008979054086
62,0.6127827827827828,108.53791065799994
63,0.6192792792792793,106.96917421384192
64,0.6257757757757758,105.43235226661358
65,0.6322722722722722,103.92599561381118
66,0.6387687687687688,102.44872878492554
67,0.6452652652652653,100.99924516440463
68,0.6517617617617618,99.57630249814918
69,0.6582582582582582,98.17871877593596
70,0.6647547547547548,96.80536840092033
71,0.6712512512512513,95.45517865086315
72,0.6777477477477477,94.1271264052407
73,0.6842442442442442,92.8202351262019
74,0.6907407407407408,91.53357203397631
75,0.6972372372372373,90.26624549399726
76,0.7037337337337337,89.01740259553475
77,0.7102302302302302,87.78622689626123
78,0.7167267267267267,86.5719363213112
79,0.7232232232232232,85.373781185464
80,0.7297197197197197,84.19104239407511
81,0.7362162162162162,83.02302973544363
82,0.7427127127127127,81.86908026444114
83,0.7492092092092092,80.72855683441144
84,0.7557057057057057,79.60084669047764
85,0.7622022022022021,78.48536018317981
86,0.7686986986986987,77.38152954963006
87,0.7751951951951952,76.28880772705524
88,0.7816916916916917,75.20666732335044
89,0.7881881881881881,74.13459959511472
90,0.7946846846846847,73.07211346482966
91,0.8011811811811812,72.01873468180841
92,0.8076776776776776,70.97400495386209
93,0.8141741741741741,69.93748114211294
94,0.8206706706706707,68.90873456331639
95,0.8271671671671672,67.88735024490303
96,0.8336636636636636,66.87292626479011
97,0.8401601601601602,65.86507315364351
98,0.8466566566566567,64.86341327783555
99,0.8531531531531531,63.86758029680295
100,0.8596496496496496,62.87721863705541
101,0.8661461461461462,61.89198297974936
102,0.8726426426426427,60.91153778054324
103,0.8791391391391391,59.935556858062846
104,0.8856356356356356,58.96372295033507
105,0.8921321321321322,57.9957272845711
106,0.8986286286286286,57.0312692385375
107,0.9051251251251251,56.070055962109194
108,0.9116216216216216,55.11180203041018
109,0.918118118118118,54.15622911441284
110,0.9246146146146146,53.20306567667163
111,0.9311111111111111,52.252046681499806
112,0.9376076076076076,51.30291329880635
113,0.9441041041041041,50.35541264377556
114,0.9506006006006006,49.409297530230845
115,0.9570970970970971,48.46432621203731
116,0.9635935935935935,47.520262170969644
117,0.9700900900900901,46.576873888870814
118,0.9765865865865866,45.633934606415465
119,0.9830830830830831,44.691222179372346
120,0.9895795795795795,43.74851885673335
121,0.9960760760760761,42.805611072356015
122,1.0025725725725727,41.86228930839491
123,1.0090690690690691,40.918347923689154
124,1.0155655655655655,39.973585001020865
125,1.0220620620620622,39.027802130257065
126,1.0285585585585586,38.08080431321734
127,1.035055055055055,37.13239988911073
128,1.0415515515515517,36.182400261072075
129,1.048048048048048,35.23061983369241
130,1.0545445445445445,34.2768759468087
131,1.0610410410410411,33.320988643717776
132,1.0675375375375376,32.36278064164795
133,1.0740340340340342,31.40207721277489
134,1.0805305305305306,30.438706019267403
135,1.087027027027027,29.4724970958113
136,1.0935235235235237,28.503282701801936
137,1.10002002002002,27.53089722442234
138,1.1065165165165165,26.555177107284262
139,1.1130130130130131,25.57596076149986
140,1.1195095095095096,24.59308850685144
141,1.126006006006006,23.606402457459158
142,1.1325025025025026,22.615746429132447
143,1.138998998998999,21.62096588068959
144,1.1454954954954955,20.621907909361642
145,1.151991991991992,19.618421108867654
146,1.1584884884884885,18.610355469420334
147,1.1649849849849852,17.597562406493793
148,1.1714814814814816,16.579894649470322
149,1.177977977977978,15.557206185341068
150,1.1844744744744746,14.529352216858909
151,1.190970970970971,13.496189064617672
152,1.1974674674674675,12.457574156351379
153,1.203963963963964,11.413365981596783
154,1.2104604604604605,10.363424013027426
155,1.216956956956957,9.307608621112214
156,1.2234534534534534,8.245781097395232
157,1.22994994994995,7.177803621959914
158,1.2364464464464464,6.103539137805956
159,1.242942942942943,5.022851349511673
160,1.2494394394394395,3.9356047014188724
161,1.2559359359359359,2.8416643092252194
162,1.2624324324324325,1.740895918551408
163,1.268928928928929,0.633165849815679
164,1.2754254254254254,-0.48165894297365835
165,1.281921921921922,-1.6037109679269317
166,1.2884184184184184,-2.7331223399552065
167,1.2949149149149148,-3.8700246528424027
168,1.3014114114114115,-5.0145490485293225
169,1.307907907907908,-6.1668263152201614
170,1.3144044044044043,-7.32698682413616
171,1.320900900900901,-8.495160649524996
172,1.3273973973973974,-9.67147761698104
173,1.3338938938938938,-10.856067170273867
174,1.3403903903903904,-12.049058562101363
175,1.3468868868868868,-13.250580832300187
176,1.3533833833833835,-14.460762721673037
177,1.35987987987988,-15.679732969375904
178,1.3663763763763763,-16.90762012928872
179,1.372872872872873,-18.144552491539002
180,1.3793693693693694,-19.390658424291008
181,1.3858658658658658,-20.646066161018823
182,1.3923623623623624,-21.910903866433465
183,1.3988588588588589,-23.185299766247983
184,1.4053553553553553,-24.469381919133138
185,1.411851851851852,-25.763278536421378
186,1.4183483483483483,-27.067117920437298
187,1.4248448448448447,-28.381028250672617
188,1.4313413413413414,-29.7051379389041
189,1.4378378378378378,-31.039575459959277
190,1.4443343343343344,-32.38446936195621
191,1.4508308308308309,-33.73994841603359
192,1.4573273273273273,-35.10614145688204
193,1.463823823823824,-36.48317756896546
194,1.4703203203203203,-37.87118602960083
195,1.4768168168168168,-39.27029629900124
196,1.4833133133133134,-40.68063807616259
197,1.4898098098098098,-42.10234130277829
198,1.4963063063063062,-43.53553620280499
199,1.5028028028028029,-44.98035326534325
200,1.5092992992992993,-46.436923308618
201,1.5157957957957957,-47.90537745356297
202,1.5222922922922923,-49.38584709622038
203,1.5287887887887888,-50.87846401124473
