,Amax_sqrt(W),Pmax_W,duration_s,time_offset_s,freq_offset_Hz,chirp,pulseType,order,noiseAmplitude_sqrt(W)
0,1.0041812763749136,1.0083800358219506,2e-10,0,0,0,gaussian,1,0.001
