,Amax_sqrt(W),Pmax_W,duration_s,time_offset_s,freq_offset_Hz,chirp,pulseType,order,noiseAmplitude_sqrt(W)
0,1.0035333480918718,1.007079180732482,2e-10,0,0,0,gaussian,1,0.001
